Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop
Peaty,6.19,1334,Drip,21,Summer,744,18,6.4,Tomato
Silty,8.18,456,Rainfed,165,Summer,764,30,8.3,Onion
Loamy,6.9,1012,Rainfed,118,Rabi,272,30,6.8,Wheat
Clay,1.42,1012,Flood,132,Summer,992,24,7.6,Rice
Peaty,3.15,728,Sprinkler,72,Rabi,674,23,5.6,Rice
Loamy,5.26,1261,Sprinkler,181,Rabi,251,25,7.8,Wheat
Loamy,6.71,362,Rainfed,84,Rabi,771,38,7.2,Wheat
Sandy,6.01,1304,Flood,121,Summer,963,18,8.3,Tomato
Clay,8.97,1457,Sprinkler,125,Rabi,743,40,8.4,Rice
Loamy,9.29,956,Rainfed,78,Rabi,1097,39,5.8,Wheat
Sandy,5.53,756,Sprinkler,60,Summer,410,36,5.8,Onion
Clay,8.88,1417,Sprinkler,120,Kharif,628,39,7.8,Rice
Sandy,7.49,1015,Drip,187,Rabi,1016,26,6.8,Onion
Clay,5.07,414,Drip,29,Summer,394,26,6.7,Onion
Sandy,5.31,838,Drip,158,Summer,724,25,7.1,Onion
Sandy,9.26,1451,Flood,148,Rabi,926,36,7.8,Rice
Clay,0.59,973,Flood,63,Kharif,644,39,6.7,Rice
Silty,2.74,586,Sprinkler,43,Rabi,1015,39,7.9,Rice
Peaty,6.67,857,Flood,136,Rabi,1015,24,5.9,Rice
Peaty,1.93,460,Sprinkler,145,Summer,211,32,8.3,Tomato
Silty,5.82,732,Flood,185,Kharif,924,38,5.8,Rice
Clay,8.46,736,Flood,88,Summer,585,24,7.7,Onion
Loamy,1.2,1100,Flood,40,Rabi,161,40,8.0,Wheat
Silty,2.63,266,Rainfed,181,Summer,843,39,6.0,Onion
Loamy,2.92,994,Rainfed,53,Kharif,814,31,6.3,Rice
Sandy,9.4,291,Flood,141,Kharif,529,18,5.8,Pulses
Loamy,7.83,1408,Flood,46,Summer,864,33,6.0,Tomato
Peaty,5.44,1374,Drip,109,Summer,1185,35,7.0,Onion
Loamy,0.57,1415,Flood,192,Summer,903,21,6.4,Tomato
Peaty,2.97,377,Drip,63,Summer,322,26,6.5,Onion
Silty,8.9,282,Flood,97,Summer,719,26,7.1,Tomato
Sandy,1.21,1394,Rainfed,107,Rabi,799,40,8.4,Pulses
Clay,8.44,473,Rainfed,28,Kharif,254,33,6.7,Maize
Silty,6.17,1376,Flood,30,Rabi,758,38,5.8,Onion
Sandy,5.66,916,Flood,185,Kharif,488,21,6.3,Maize
Loamy,3.45,1454,Sprinkler,94,Rabi,464,28,8.3,Wheat
Loamy,2.47,838,Sprinkler,164,Summer,206,29,8.0,Tomato
Clay,6.85,1352,Flood,56,Kharif,275,34,6.5,Rice
Clay,9.33,1299,Drip,87,Kharif,488,31,7.6,Rice
Silty,8.84,396,Flood,106,Rabi,356,28,5.6,Rice
Sandy,6.56,588,Drip,25,Kharif,920,24,7.7,Pulses
Loamy,8.78,990,Flood,48,Kharif,759,35,6.7,Cotton
Silty,8.57,1187,Drip,85,Kharif,296,21,6.7,Rice
Sandy,6.73,370,Rainfed,160,Rabi,951,35,6.6,Pulses
Peaty,0.89,222,Flood,171,Rabi,332,29,7.4,Wheat
Silty,6.72,953,Sprinkler,152,Kharif,587,32,6.3,Cotton
Sandy,3.85,321,Flood,106,Summer,348,40,6.9,Pulses
Clay,7.0,807,Rainfed,69,Summer,419,39,8.4,Tomato
Sandy,4.28,1345,Drip,61,Summer,532,36,5.8,Tomato
Peaty,1.01,388,Flood,95,Kharif,344,24,6.5,Rice
Sandy,8.5,1076,Sprinkler,85,Summer,731,39,8.3,Onion
Sandy,4.45,211,Rainfed,156,Rabi,855,37,7.9,Pulses
Peaty,8.23,652,Sprinkler,163,Summer,1195,33,6.8,Tomato
Peaty,7.97,547,Rainfed,170,Rabi,575,36,8.4,Wheat
Sandy,7.57,639,Flood,174,Summer,395,40,6.2,Onion
Clay,7.7,975,Rainfed,144,Summer,899,25,5.9,Rice
Loamy,1.76,1431,Drip,82,Kharif,1010,26,8.3,Cotton
Peaty,1.1,1335,Flood,35,Rabi,696,34,7.4,Wheat
Loamy,9.41,747,Drip,78,Kharif,1196,34,7.5,Rice
Clay,1.24,1191,Flood,89,Summer,933,22,6.2,Rice
Clay,3.7,1130,Sprinkler,137,Rabi,1159,21,8.3,Rice
Peaty,8.27,438,Drip,28,Summer,163,35,7.9,Tomato
Loamy,7.7,1147,Rainfed,135,Rabi,186,20,6.3,Wheat
Silty,8.59,1125,Flood,34,Rabi,476,32,8.2,Wheat
Peaty,6.15,1145,Sprinkler,37,Summer,325,30,7.0,Onion
Sandy,6.21,650,Sprinkler,130,Summer,173,18,7.8,Onion
Peaty,1.51,843,Flood,194,Summer,818,37,6.5,Tomato
Clay,8.82,564,Drip,44,Summer,136,27,7.6,Tomato
Sandy,3.92,333,Sprinkler,55,Rabi,859,19,8.5,Pulses
Clay,5.74,256,Sprinkler,81,Kharif,1136,34,6.5,Cotton
Clay,8.02,1287,Drip,21,Rabi,810,39,6.1,Rice
Loamy,6.16,1342,Flood,148,Kharif,594,22,6.7,Cotton
Sandy,8.09,423,Drip,183,Rabi,443,30,6.8,Pulses
Silty,6.13,956,Rainfed,70,Rabi,516,22,6.8,Rice
Sandy,9.48,260,Drip,81,Summer,379,23,6.9,Pulses
Silty,2.4,539,Drip,179,Kharif,772,22,7.8,Cotton
Peaty,2.76,888,Rainfed,146,Summer,724,20,7.9,Onion
Loamy,8.03,874,Rainfed,145,Kharif,139,36,8.3,Rice
Silty,2.86,738,Sprinkler,168,Summer,210,23,6.7,Onion
Clay,1.58,262,Rainfed,22,Summer,776,24,6.6,Tomato
Clay,9.03,675,Rainfed,103,Kharif,1082,26,7.9,Rice
Silty,7.71,319,Rainfed,74,Rabi,372,36,6.8,Rice
Clay,8.33,1249,Drip,32,Kharif,253,20,7.2,Rice
Sandy,1.14,317,Sprinkler,154,Rabi,232,37,5.5,Pulses
Peaty,1.19,521,Flood,98,Rabi,596,34,7.5,Rice
Clay,5.03,1114,Sprinkler,30,Summer,102,27,7.5,Rice
Silty,2.25,585,Sprinkler,173,Summer,432,30,5.9,Tomato
Peaty,9.35,851,Drip,139,Rabi,882,21,5.8,Pulses
Loamy,2.03,1320,Flood,97,Kharif,127,21,7.8,Maize
Peaty,5.18,729,Drip,70,Rabi,506,24,7.1,Cotton
Loamy,2.16,679,Flood,115,Rabi,211,30,6.3,Wheat
Sandy,9.84,334,Drip,100,Kharif,669,37,7.1,Pulses
Loamy,3.51,909,Sprinkler,135,Kharif,431,24,7.6,Rice
Loamy,8.9,512,Drip,164,Kharif,411,19,5.5,Maize
Silty,4.52,1330,Drip,130,Summer,371,40,5.8,Tomato
Loamy,1.97,437,Rainfed,75,Kharif,455,19,5.8,Cotton
Clay,3.95,623,Sprinkler,191,Summer,1030,22,6.8,Onion
Peaty,8.77,1363,Flood,188,Summer,937,27,8.3,Tomato
Silty,0.8,938,Drip,126,Rabi,1028,34,6.4,Onion
Peaty,3.83,445,Flood,200,Rabi,668,32,8.4,Wheat
Silty,2.78,205,Sprinkler,123,Kharif,994,39,6.6,Maize
Sandy,2.56,461,Drip,199,Summer,101,32,5.9,Pulses
Clay,6.08,637,Sprinkler,143,Rabi,929,37,8.1,Sugarcane
Peaty,2.55,659,Rainfed,65,Rabi,1005,22,8.4,Onion
Peaty,3.85,1398,Rainfed,86,Kharif,587,40,7.4,Cotton
Clay,1.2,1411,Drip,40,Kharif,1104,29,7.7,Rice
Silty,4.54,222,Rainfed,70,Rabi,1052,31,7.8,Wheat
Clay,8.12,504,Rainfed,155,Kharif,382,27,7.3,Rice
Silty,3.72,1246,Rainfed,147,Summer,559,24,7.1,Tomato
Loamy,5.05,645,Sprinkler,98,Kharif,944,37,7.6,Maize
Loamy,4.74,710,Rainfed,79,Rabi,425,37,6.6,Wheat
Loamy,0.58,754,Drip,32,Summer,1178,27,5.8,Tomato
Silty,3.45,895,Sprinkler,196,Rabi,414,33,7.0,Wheat
Silty,6.42,1170,Rainfed,84,Summer,901,19,8.5,Tomato
Sandy,7.08,1258,Rainfed,30,Kharif,113,22,7.4,Cotton
Silty,1.91,287,Rainfed,25,Summer,525,32,6.3,Onion
Loamy,7.4,594,Drip,68,Kharif,949,21,7.7,Cotton
Sandy,7.7,249,Rainfed,150,Kharif,566,35,6.4,Pulses
Clay,6.19,943,Sprinkler,171,Rabi,578,20,7.8,Rice
Sandy,9.51,1349,Rainfed,102,Kharif,696,34,6.5,Rice
Clay,5.67,1300,Sprinkler,180,Rabi,1127,40,7.1,Rice
Sandy,7.16,933,Sprinkler,63,Kharif,335,23,6.3,Maize
Silty,3.21,1403,Drip,85,Summer,1176,31,7.3,Tomato
Silty,2.14,675,Rainfed,32,Summer,278,18,5.6,Onion
Sandy,0.66,1160,Rainfed,173,Summer,243,29,6.4,Tomato
Loamy,9.97,1142,Drip,152,Kharif,858,29,5.9,Rice
Peaty,4.91,706,Drip,98,Summer,959,29,8.0,Tomato
Loamy,9.05,1275,Drip,69,Kharif,1166,31,8.0,Cotton
Clay,5.14,397,Rainfed,129,Kharif,967,25,6.0,Rice
Peaty,3.49,321,Drip,133,Rabi,665,39,5.6,Tomato
Peaty,2.43,1405,Sprinkler,119,Kharif,976,23,6.8,Rice
Clay,5.42,1044,Sprinkler,33,Kharif,1184,29,6.6,Rice
Sandy,6.97,645,Flood,136,Summer,753,31,8.3,Tomato
Silty,1.19,1465,Flood,105,Summer,243,27,6.2,Onion
Peaty,0.52,457,Rainfed,59,Rabi,1016,35,5.9,Onion
Loamy,3.87,1078,Drip,148,Summer,105,34,8.4,Tomato
Clay,3.79,413,Flood,95,Kharif,326,28,7.1,Cotton
Peaty,3.56,944,Sprinkler,158,Kharif,468,30,7.3,Rice
Silty,5.51,691,Sprinkler,199,Kharif,876,23,6.2,Maize
Peaty,6.87,1344,Rainfed,169,Kharif,785,24,5.8,Cotton
Sandy,4.61,924,Flood,152,Kharif,1125,30,7.1,Maize
Clay,6.84,1188,Flood,34,Kharif,165,36,8.1,Rice
Sandy,6.84,995,Flood,176,Kharif,554,19,5.5,Cotton
Sandy,5.81,375,Drip,180,Rabi,311,37,7.0,Pulses
Silty,2.1,1278,Rainfed,141,Rabi,1191,24,7.0,Wheat
Sandy,7.0,1316,Flood,85,Summer,319,28,6.7,Tomato
Sandy,9.61,1404,Sprinkler,181,Rabi,615,18,7.9,Onion
Clay,8.26,292,Flood,167,Rabi,1001,26,8.4,Pulses
Sandy,4.4,532,Flood,83,Summer,241,26,7.3,Pulses
Sandy,9.54,917,Sprinkler,129,Summer,1077,25,7.5,Tomato
Sandy,3.75,640,Rainfed,46,Rabi,977,19,6.2,Cotton
Sandy,7.06,481,Flood,69,Rabi,1002,19,5.7,Pulses
Sandy,9.55,1230,Sprinkler,193,Summer,629,36,7.0,Tomato
Silty,7.01,1226,Drip,148,Rabi,935,21,6.7,Wheat
Silty,2.1,346,Sprinkler,101,Kharif,759,24,7.1,Maize
Peaty,6.27,1138,Drip,100,Kharif,322,19,7.8,Rice
Loamy,8.96,229,Sprinkler,193,Kharif,355,29,6.8,Maize
Peaty,1.19,711,Sprinkler,65,Kharif,542,30,7.8,Rice
Silty,5.58,1307,Drip,101,Rabi,675,28,7.1,Sugarcane
Peaty,2.65,1444,Sprinkler,172,Summer,384,39,6.6,Onion
Silty,5.76,331,Drip,173,Rabi,452,33,7.3,Wheat
Loamy,9.23,666,Flood,97,Kharif,1180,40,8.2,Rice
Peaty,7.14,708,Drip,173,Rabi,1167,35,6.7,Cotton
Sandy,1.93,1153,Drip,27,Rabi,427,23,6.2,Wheat
Sandy,4.73,601,Sprinkler,179,Kharif,967,27,8.4,Cotton
Loamy,9.94,672,Rainfed,151,Kharif,611,23,6.7,Maize
Loamy,7.39,590,Drip,195,Kharif,860,28,8.0,Maize
Clay,4.38,1303,Rainfed,98,Summer,704,25,5.9,Rice
Sandy,2.33,502,Rainfed,189,Rabi,718,38,6.5,Pulses
Silty,5.8,1004,Flood,43,Kharif,105,31,6.6,Cotton
Silty,7.02,660,Flood,52,Kharif,691,29,7.5,Rice
Sandy,3.99,406,Flood,146,Kharif,588,23,7.4,Pulses
Clay,6.41,1500,Rainfed,45,Rabi,673,38,5.7,Rice
Loamy,1.31,234,Sprinkler,71,Kharif,783,22,7.2,Maize
Clay,7.01,770,Flood,97,Rabi,548,37,6.7,Onion
Silty,9.68,360,Flood,162,Summer,294,40,6.1,Tomato
Clay,7.31,646,Flood,165,Rabi,980,36,5.9,Sugarcane
Sandy,3.75,210,Drip,147,Rabi,811,29,6.7,Pulses
Clay,0.95,1117,Sprinkler,180,Summer,387,24,6.1,Rice
Loamy,7.73,347,Sprinkler,143,Kharif,353,24,8.0,Cotton
Sandy,9.53,1210,Drip,144,Summer,684,36,8.0,Onion
Clay,2.1,227,Flood,144,Summer,971,40,8.4,Onion
Silty,2.33,243,Flood,55,Rabi,1174,20,5.6,Sugarcane
Sandy,9.03,1410,Drip,24,Kharif,503,20,7.9,Rice
Peaty,4.7,908,Rainfed,190,Kharif,1054,23,7.3,Maize
Clay,0.95,1388,Flood,164,Summer,635,40,8.1,Rice
Clay,0.77,922,Sprinkler,35,Summer,1061,24,7.5,Rice
Silty,5.76,759,Rainfed,187,Summer,388,39,6.3,Onion
Loamy,9.56,804,Drip,187,Kharif,639,33,8.5,Rice
Peaty,8.08,308,Sprinkler,148,Summer,1043,27,6.2,Onion
Sandy,4.42,1257,Drip,84,Summer,1058,28,8.4,Tomato
Clay,3.31,663,Drip,124,Rabi,817,23,6.9,Onion
Silty,1.47,930,Sprinkler,110,Rabi,872,19,6.6,Tomato
Loamy,5.85,595,Flood,95,Rabi,327,35,8.3,Wheat
Silty,9.47,303,Flood,156,Rabi,1157,38,7.9,Tomato
Sandy,9.56,662,Sprinkler,55,Summer,634,20,6.2,Onion
Sandy,2.1,1308,Sprinkler,143,Rabi,696,23,7.0,Sugarcane
Peaty,6.34,898,Sprinkler,69,Rabi,1002,28,8.5,Rice
Silty,0.57,1470,Sprinkler,64,Kharif,864,36,8.3,Cotton
Peaty,3.43,892,Rainfed,86,Kharif,935,38,7.8,Maize
Peaty,3.92,618,Drip,41,Rabi,688,35,7.4,Maize
Clay,4.09,1249,Rainfed,193,Summer,162,33,6.2,Rice
Silty,1.27,708,Sprinkler,160,Summer,166,24,7.4,Onion
Sandy,3.83,1368,Sprinkler,139,Summer,126,37,6.2,Onion
Loamy,7.08,939,Flood,200,Rabi,1064,30,6.4,Wheat
Loamy,0.78,817,Rainfed,80,Summer,738,35,5.6,Tomato
Silty,0.81,1276,Rainfed,180,Kharif,422,24,7.3,Rice
Clay,4.14,505,Rainfed,24,Rabi,769,21,5.6,Pulses
Silty,7.03,783,Rainfed,89,Kharif,267,20,6.7,Cotton
Loamy,7.96,1128,Sprinkler,54,Summer,776,34,7.7,Onion
Sandy,7.35,862,Rainfed,124,Kharif,632,36,8.0,Cotton
Sandy,6.09,302,Sprinkler,42,Summer,220,29,6.4,Pulses
Loamy,5.86,572,Drip,189,Summer,999,37,6.7,Tomato
Loamy,9.07,635,Sprinkler,119,Rabi,1035,40,6.9,Wheat
Silty,7.52,573,Flood,154,Summer,482,26,7.2,Onion
Clay,8.62,244,Drip,125,Summer,768,24,7.5,Onion
Silty,9.11,222,Flood,164,Kharif,763,26,5.7,Maize
Sandy,0.74,1290,Rainfed,69,Rabi,988,35,8.0,Tomato
Silty,5.78,534,Rainfed,143,Rabi,721,38,5.5,Wheat
Loamy,9.21,306,Drip,149,Kharif,1038,38,8.2,Cotton
Peaty,9.8,1194,Sprinkler,48,Rabi,824,34,7.0,Maize
Loamy,1.15,932,Drip,187,Kharif,1094,21,6.8,Cotton
Silty,1.45,1258,Drip,73,Kharif,1043,31,7.5,Cotton
Clay,2.21,1416,Sprinkler,127,Kharif,957,34,6.5,Rice
Sandy,8.66,1124,Sprinkler,107,Kharif,629,33,5.6,Rice
Sandy,8.69,245,Flood,51,Summer,711,39,8.2,Pulses
Silty,5.29,872,Flood,93,Kharif,255,40,6.3,Rice
Peaty,4.39,1259,Rainfed,71,Kharif,1031,31,8.2,Cotton
Clay,4.62,1083,Rainfed,155,Rabi,955,24,7.9,Rice
Loamy,7.73,414,Flood,187,Kharif,377,32,6.5,Maize
Sandy,0.69,209,Drip,43,Rabi,1073,31,6.0,Pulses
Silty,9.44,759,Rainfed,148,Rabi,177,24,6.6,Onion
Sandy,6.19,447,Sprinkler,153,Rabi,186,24,7.1,Pulses
Loamy,4.57,623,Sprinkler,58,Kharif,380,27,5.8,Cotton
Peaty,2.04,215,Sprinkler,183,Rabi,1113,21,7.1,Tomato
Clay,3.84,1442,Rainfed,171,Rabi,756,32,6.2,Rice
Loamy,2.35,1038,Flood,29,Summer,747,37,8.3,Onion
Silty,4.87,1023,Flood,39,Kharif,522,19,7.6,Rice
Sandy,2.75,713,Flood,89,Kharif,141,23,5.7,Maize
Loamy,2.67,422,Flood,169,Rabi,856,29,8.1,Wheat
Silty,2.78,978,Sprinkler,143,Kharif,617,24,6.2,Maize
Silty,8.9,322,Drip,130,Kharif,825,24,5.7,Cotton
Silty,2.85,1142,Drip,91,Kharif,362,25,5.9,Maize
Silty,2.45,936,Flood,54,Kharif,614,21,7.6,Rice
Loamy,8.38,1240,Rainfed,53,Summer,436,40,8.3,Onion
Loamy,2.14,1237,Sprinkler,135,Rabi,1155,20,7.9,Wheat
Sandy,9.18,217,Drip,101,Summer,716,26,6.5,Pulses
Peaty,1.21,410,Flood,35,Kharif,244,30,7.0,Cotton
Sandy,3.73,1204,Rainfed,195,Rabi,254,19,7.0,Onion
Silty,1.69,235,Flood,93,Summer,138,36,8.2,Onion
Sandy,9.79,1005,Rainfed,173,Rabi,268,21,8.3,Tomato
Sandy,2.01,1149,Rainfed,67,Kharif,507,27,8.2,Cotton
Sandy,9.8,1108,Sprinkler,77,Summer,1066,22,6.3,Tomato
Loamy,3.51,1359,Sprinkler,164,Summer,363,22,6.0,Tomato
Sandy,8.66,1153,Sprinkler,180,Kharif,1041,32,6.7,Rice
Loamy,1.64,310,Rainfed,192,Summer,994,23,6.7,Tomato
Sandy,7.0,900,Rainfed,197,Kharif,1059,36,7.7,Maize
Clay,2.68,463,Flood,38,Summer,753,18,5.9,Tomato
Loamy,8.39,793,Flood,191,Summer,750,28,8.1,Onion
Peaty,9.29,221,Rainfed,149,Kharif,1093,37,7.5,Cotton
Peaty,3.95,638,Sprinkler,189,Kharif,298,18,6.8,Cotton
Loamy,1.27,1457,Rainfed,44,Summer,809,30,7.6,Onion
Peaty,6.93,321,Rainfed,200,Kharif,294,29,5.8,Cotton
Peaty,6.3,1249,Sprinkler,133,Kharif,816,33,7.3,Maize
Silty,3.02,1206,Sprinkler,111,Kharif,297,39,6.9,Cotton
Loamy,6.4,583,Rainfed,194,Summer,1007,30,6.4,Onion
Silty,3.45,1132,Drip,72,Kharif,503,30,6.7,Maize
Silty,8.38,1362,Drip,92,Rabi,1148,40,6.8,Wheat
Sandy,7.2,756,Drip,124,Rabi,1060,32,8.0,Wheat
Sandy,2.06,574,Drip,120,Rabi,138,35,7.9,Pulses
Peaty,9.87,882,Flood,74,Rabi,713,38,7.1,Onion
Clay,1.06,1209,Rainfed,161,Rabi,124,28,6.0,Rice
Loamy,6.98,985,Sprinkler,155,Rabi,859,37,8.1,Wheat
Silty,6.85,1197,Flood,95,Summer,245,24,6.4,Tomato
Clay,0.77,809,Rainfed,133,Kharif,745,25,5.8,Rice
Peaty,3.68,691,Flood,169,Kharif,445,28,8.4,Rice
Sandy,1.77,1127,Flood,76,Summer,247,26,6.2,Onion
Silty,2.51,1465,Flood,152,Rabi,628,19,5.5,Cotton
Silty,9.97,474,Rainfed,77,Rabi,296,39,6.9,Pulses
Silty,5.32,961,Sprinkler,24,Rabi,635,31,6.0,Sugarcane
Silty,1.04,234,Flood,91,Rabi,699,20,6.7,Pulses
Silty,3.83,414,Drip,89,Rabi,509,31,5.5,Tomato
Silty,8.5,925,Drip,85,Kharif,497,31,5.7,Maize
Silty,1.3,740,Rainfed,28,Summer,102,19,6.9,Onion
Sandy,5.27,1076,Rainfed,159,Summer,1020,38,7.2,Tomato
Peaty,9.68,880,Flood,33,Rabi,719,34,5.9,Maize
Silty,2.69,856,Sprinkler,54,Rabi,371,24,6.9,Tomato
Sandy,7.31,347,Sprinkler,200,Kharif,386,23,7.1,Pulses
Sandy,2.07,322,Rainfed,20,Summer,1091,34,7.5,Pulses
Sandy,7.81,461,Flood,73,Kharif,428,27,7.4,Pulses
Peaty,3.69,1098,Rainfed,195,Summer,832,35,6.6,Tomato
Sandy,9.06,1125,Flood,23,Kharif,992,36,8.2,Rice
Peaty,3.14,594,Sprinkler,142,Kharif,895,23,6.5,Maize
Sandy,5.63,1110,Drip,45,Kharif,878,35,7.7,Maize
Clay,8.97,267,Drip,53,Summer,380,24,6.5,Onion
Silty,4.86,1332,Sprinkler,168,Kharif,809,40,7.4,Rice
Clay,6.07,580,Flood,199,Summer,777,31,8.3,Onion
Peaty,9.61,528,Rainfed,93,Rabi,969,25,6.1,Wheat
Peaty,8.34,708,Rainfed,59,Summer,148,28,7.0,Onion
Loamy,7.9,960,Flood,98,Rabi,304,28,7.8,Wheat
Peaty,9.66,503,Flood,104,Kharif,1108,23,7.5,Rice
Sandy,6.41,939,Flood,173,Kharif,346,37,7.5,Cotton
Clay,3.14,828,Flood,53,Rabi,842,23,7.3,Cotton
Sandy,0.8,446,Flood,116,Rabi,1001,40,7.7,Pulses
Silty,9.21,660,Drip,90,Summer,1142,24,6.8,Onion
Sandy,9.5,338,Rainfed,130,Kharif,646,18,7.6,Pulses
Loamy,5.05,1057,Sprinkler,165,Kharif,1178,33,6.8,Maize
Loamy,2.93,1020,Sprinkler,94,Kharif,399,21,7.8,Rice
Silty,9.65,578,Rainfed,133,Summer,689,18,5.7,Onion
Loamy,9.97,1391,Drip,106,Summer,877,20,7.1,Tomato
Loamy,2.38,1328,Drip,138,Summer,363,23,6.9,Onion
Clay,0.53,994,Flood,97,Summer,989,25,5.7,Rice
Sandy,2.69,526,Rainfed,124,Kharif,1064,37,7.4,Pulses
Loamy,7.92,1083,Drip,64,Kharif,1003,33,6.8,Maize
Clay,5.24,1278,Flood,43,Summer,844,22,7.1,Rice
Silty,4.82,1489,Drip,132,Summer,1097,37,5.6,Tomato
Peaty,6.93,541,Flood,179,Rabi,399,29,6.6,Wheat
Silty,9.28,910,Flood,113,Summer,874,26,7.6,Tomato
Loamy,3.44,501,Drip,120,Rabi,108,36,5.6,Wheat
Loamy,7.83,532,Flood,44,Summer,917,27,6.1,Onion
Clay,8.47,390,Drip,178,Kharif,605,21,7.2,Rice
Peaty,0.68,960,Flood,99,Rabi,279,38,6.4,Pulses
Loamy,1.49,336,Sprinkler,187,Kharif,1159,35,6.8,Maize
Peaty,7.26,945,Rainfed,111,Kharif,786,25,7.2,Maize
Loamy,5.8,469,Flood,183,Rabi,361,26,5.6,Wheat
Loamy,2.8,599,Flood,167,Rabi,287,19,7.2,Wheat
Peaty,7.83,396,Drip,118,Summer,446,18,8.4,Onion
Silty,2.59,1414,Rainfed,129,Kharif,1151,31,8.3,Maize
Peaty,4.22,1356,Flood,166,Rabi,908,31,5.9,Pulses
Loamy,1.03,859,Rainfed,193,Rabi,120,35,6.6,Wheat
Loamy,5.49,914,Flood,123,Kharif,519,25,5.8,Rice
Peaty,9.44,888,Rainfed,157,Rabi,386,28,6.3,Onion
Loamy,9.67,456,Rainfed,30,Summer,331,35,6.7,Onion
Sandy,2.2,1427,Sprinkler,139,Rabi,1197,20,7.6,Cotton
Peaty,6.13,211,Drip,93,Summer,1067,40,7.2,Onion
Sandy,3.47,775,Rainfed,26,Summer,267,26,6.9,Tomato
Peaty,4.04,522,Drip,134,Kharif,414,29,7.1,Maize
Loamy,8.04,480,Drip,119,Kharif,401,22,8.4,Rice
Peaty,6.55,1374,Sprinkler,79,Summer,466,34,7.2,Onion
Silty,0.74,668,Flood,142,Summer,171,29,8.4,Tomato
Silty,4.89,482,Sprinkler,146,Rabi,630,27,7.2,Sugarcane
Clay,6.14,875,Flood,167,Rabi,388,33,8.4,Onion
Silty,2.78,1439,Drip,130,Rabi,416,23,8.5,Cotton
Loamy,2.32,1149,Drip,90,Summer,1165,40,8.2,Onion
Clay,9.19,1343,Drip,91,Summer,142,36,5.8,Rice
Sandy,0.69,426,Drip,198,Rabi,313,28,5.7,Pulses
Sandy,9.11,936,Sprinkler,180,Rabi,767,35,7.2,Pulses
Sandy,9.24,529,Flood,183,Summer,356,40,8.3,Pulses
Clay,8.32,963,Drip,24,Kharif,1193,37,7.8,Rice
Peaty,3.95,1481,Drip,21,Rabi,1162,19,6.3,Maize
Sandy,4.24,723,Flood,27,Kharif,216,27,6.3,Rice
Peaty,5.05,200,Sprinkler,199,Summer,865,24,6.0,Onion
Sandy,5.63,742,Sprinkler,125,Summer,1189,34,8.5,Onion
Sandy,7.67,1235,Sprinkler,71,Kharif,591,19,6.4,Rice
Sandy,2.24,1451,Rainfed,191,Rabi,1099,32,8.2,Rice
Sandy,9.19,460,Drip,106,Summer,504,40,8.1,Pulses
Sandy,1.84,1102,Rainfed,153,Kharif,886,34,6.6,Maize
Loamy,5.44,1370,Drip,89,Kharif,358,25,6.7,Maize
Peaty,9.64,711,Sprinkler,111,Kharif,880,31,8.3,Maize
Sandy,1.42,1043,Sprinkler,162,Kharif,112,34,7.5,Rice
Clay,9.25,585,Drip,188,Summer,298,21,7.5,Onion
Clay,2.23,413,Flood,199,Kharif,111,29,5.8,Rice
Clay,3.78,1439,Drip,33,Summer,595,32,6.7,Rice
Silty,10.0,1218,Sprinkler,84,Summer,379,32,8.0,Onion
Loamy,0.82,317,Flood,112,Kharif,796,22,6.8,Cotton
Sandy,6.74,1352,Flood,140,Rabi,1128,32,7.9,Tomato
Sandy,0.6,285,Drip,40,Kharif,144,30,5.9,Pulses
Sandy,5.47,1404,Rainfed,44,Rabi,314,27,7.5,Wheat
Sandy,7.4,323,Flood,134,Summer,191,39,8.3,Pulses
Silty,0.75,573,Drip,62,Kharif,1001,37,6.4,Rice
Loamy,1.71,817,Sprinkler,98,Rabi,769,37,6.5,Wheat
Loamy,9.22,678,Sprinkler,105,Kharif,1169,32,6.9,Rice
Peaty,9.12,684,Flood,189,Kharif,454,31,8.3,Rice
Loamy,7.66,793,Drip,22,Summer,1019,24,8.2,Tomato
Peaty,8.34,934,Flood,67,Rabi,1098,35,6.8,Pulses
Sandy,1.77,548,Flood,182,Summer,1138,30,8.1,Pulses
Clay,1.93,597,Flood,191,Kharif,790,40,6.3,Rice
Peaty,8.31,354,Sprinkler,64,Rabi,830,23,8.1,Onion
Loamy,4.77,859,Sprinkler,59,Summer,906,37,6.8,Tomato
Peaty,5.9,860,Flood,105,Kharif,1111,26,6.5,Maize
Sandy,8.31,392,Drip,80,Rabi,277,26,5.9,Pulses
Silty,7.33,633,Sprinkler,79,Kharif,548,32,8.2,Rice
Sandy,1.88,1393,Flood,87,Rabi,943,24,7.6,Rice
Clay,7.08,898,Drip,22,Summer,343,36,7.5,Tomato
Loamy,9.97,1038,Flood,48,Kharif,1153,38,6.2,Maize
Clay,1.11,1358,Sprinkler,34,Summer,746,38,8.5,Rice
Loamy,1.39,457,Sprinkler,178,Kharif,245,37,5.8,Rice
Clay,3.97,1275,Rainfed,110,Rabi,664,30,6.7,Rice
Clay,8.16,1233,Rainfed,182,Rabi,399,23,8.1,Rice
Clay,4.28,1285,Drip,28,Summer,1040,22,6.8,Rice
Loamy,7.7,905,Rainfed,57,Summer,409,30,6.5,Tomato
